match_id,das_x_mm,das_width_mm,receive_nsi_x_mm,receive_nsi_width_mm,angle_nsi_x_mm,angle_nsi_width_mm
1,2.5714285714285716,0.20513928026941386,2.5714285714285716,0.10266230406749521,2.5714285714285716,0.08945168802167913
2,3.0756302521008414,0.313617778239887,3.0756302521008414,0.11932162711060723,3.0756302521008414,0.29323399788620685
3,3.8823529411764706,0.2802797625569302,3.9831932773109235,0.17580390718450767,3.9831932773109235,0.16953104959198884
